1,0.9499999881,1.213275738e-07
1,0.9666666389,1.199143753e-07
0.9895160198,0.9552868605,1.20875626e-07
0.9895160198,0.9719535708,1.19494274e-07
1,0.9833333492,1.185827756e-07
0.9895160198,0.9886202216,1.181788889e-07
1,1,1.173162119e-07
0.97903198,0.9605737925,1.204411575e-07
0.97903198,0.9772404432,1.190783863e-07
0.9685479999,0.9658606648,1.200159545e-07
0.9833333492,1,1.173033652e-07
0.9728493094,0.9886202216,1.181712221e-07
0.9666666389,1,1.173048005e-07
0.9561826587,0.9886202216,1.181735101e-07
0.9499999881,1,1.17310428e-07
0.9623653293,0.9772404432,1.190756365e-07
1,0.8999999762,1.256286026e-07
1,0.9166666865,1.241145071e-07
0.9880712032,0.9082607627,1.248759958e-07
0.9880712032,0.9249274135,1.234050302e-07
1,0.9333333373,1.226857194e-07
0.9880712032,0.9415940642,1.220119685e-07
0.9761423469,0.9165214896,1.241537007e-07
0.9761423469,0.9331882,1.227202091e-07
0.9642135501,0.9247822762,1.234578946e-07
0.9656583667,0.9384750724,1.222543773e-07
0.9775871634,0.9468809962,1.215507979e-07
0.9671031833,0.9521678686,1.211068081e-07
0.9333333373,1,1.173155795e-07
0.9411825538,0.9849065542,1.184575424e-07
0.9245158434,0.9849065542,1.184583809e-07
0.9166666865,1,1.17316489e-07
0.9078491926,0.9849065542,1.184587788e-07
0.8999999762,1,1.173155937e-07
0.9323650599,0.9698131084,1.196677033e-07
0.9156984091,0.9698131084,1.196658701e-07
0.9235476255,0.9547196627,1.209434828e-07
0.9473652244,0.9735267758,1.193704975e-07
0.9385477304,0.9584333301,1.206248186e-07
0.9535478354,0.9621469975,1.203182478e-07
0.9506582022,0.934761405,1.225816675e-07
0.9521030188,0.9484542012,1.214187364e-07
0.9371029139,0.9447405338,1.21745714e-07
1,0.8500000238,1.302464483e-07
1,0.8666666746,1.286166054e-07
0.9862304926,0.8585348725,1.294103669e-07
0.9862304926,0.8752015233,1.278290256e-07
1,0.8833333254,1.270807957e-07
0.9862304926,0.8918681741,1.263368716e-07
0.9724610448,0.8670697212,1.286097557e-07
0.9724610448,0.883736372,1.270724397e-07
0.9586915374,0.8756045699,1.278398969e-07
0.9605321884,0.8919971585,1.262947649e-07
0.9743016958,0.9001289606,1.255722282e-07
0.9623728991,0.9083896875,1.248386639e-07
0.8833333254,1,1.173131139e-07
0.8904113173,0.9858115315,1.18389238e-07
0.8737446666,0.9858115315,1.183882858e-07
0.8666666746,1,1.173125312e-07
0.8570779562,0.9858115315,1.183877885e-07
0.8500000238,1,1.173120339e-07
0.8808226585,0.9716230035,1.195211183e-07
0.8641559482,0.9716230035,1.195209336e-07
0.8712339401,0.957434535,1.207103253e-07
0.9061097503,0.95562464,1.208573366e-07
0.8982605338,0.9707180858,1.195931105e-07
0.8886718154,0.9565296173,1.207831559e-07
0.9457812309,0.8833582997,1.271070573e-07
0.947621882,0.8997508287,1.256056095e-07
0.949462533,0.9161434174,1.241890288e-07
0.9328708649,0.8911119699,1.264052258e-07
0.9347115159,0.9075045586,1.24945629e-07
0.9199604988,0.8988656998,1.257318019e-07
0.9211562276,0.9174836874,1.240378253e-07
0.9359072447,0.9261225462,1.232981077e-07
0.9223518968,0.936101675,1.224460533e-07
0.9106804729,0.9436295629,1.218361092e-07
0.8932425976,0.9445345402,1.21746865e-07
0.8758047223,0.9454395175,1.216717465e-07
0.8978133798,0.932539463,1.227666786e-07
0.8803755045,0.9334444404,1.226824651e-07
0.8849462867,0.9214493632,1.237405769e-07
0.9094848037,0.9250115752,1.233956652e-07
0.896617651,0.9139214754,1.243813159e-07
0.9082890749,0.9063935876,1.250432007e-07
1,0.8000000119,1.352182011e-07
1,0.8166666627,1.334592383e-07
0.9855662584,0.8083333373,1.343373128e-07
0.9855662584,0.8249999881,1.326316834e-07
1,0.8333333135,1.318059333e-07
0.9855662584,0.8416666389,1.310261837e-07
0.9711324573,0.8166666627,1.334946944e-07
0.9711324573,0.8333333135,1.318380214e-07
0.9566987157,0.8249999881,1.326858126e-07
0.9573630095,0.8418682218,1.309729356e-07
0.971796751,0.8502015471,1.301761756e-07
0.9580273032,0.8587363958,1.293624479e-07
0.9431920648,0.8328996301,1.318816487e-07
0.9438563585,0.8497678041,1.302177424e-07
0.9445206523,0.8666360378,1.286508677e-07
0.9296854734,0.8407992125,1.311108804e-07
0.9303497076,0.8576674461,1.294932304e-07
0.9161788225,0.8486988544,1.303719017e-07
0.9174394011,0.8654211164,1.287345697e-07
0.9316102862,0.874389708,1.279052242e-07
